Higher-level clade (strict phylogenetic order),Traditional Order,Traditional Family,Species,log10 productivity,log10 mass,Nest type,Foraging habitat,Developmental mode,Time of activity,Social system,Migratory mode,Diet
Charadriiformes,Charadriiformes,Charadriidae,Charadrius hiaticula,0.064,1.806,open,terrestrial,precocial,diurnal,Occasional,migrant,invertebrate
Charadriiformes,Charadriiformes,Charadriidae,Charadrius vociferus,-0.045,1.984,open,terrestrial,precocial,diurnal,Pair,migrant,invertebrate
Charadriiformes,Charadriiformes,Charadriidae,Charadrius semipalmatus,0.028,1.67,open,terrestrial,precocial,diurnal,Pair,migrant,invertebrate
Charadriiformes,Charadriiformes,Charadriidae,Charadrius tricollaris,-0.023,1.494,open,freshwater,precocial,diurnal,Pair,nonmigrant,invertebrate
Charadriiformes,Charadriiformes,Charadriidae,Charadrius dubius,0.202,1.588,open,freshwater,precocial,diurnal,Occasional,migrant,invertebrate
Charadriiformes,Charadriiformes,Charadriidae,Vanellus spinosus,-0.307,2.274,open,freshwater,precocial,diurnal,Pair,migrant,invertebrate
Charadriiformes,Charadriiformes,Charadriidae,Vanellus armatus,-0.197,2.193,open,freshwater,precocial,diurnal,Pair,nonmigrant,invertebrate
Charadriiformes,Charadriiformes,Charadriidae,Vanellus senegallus,-0.559,2.394,open,terrestrial,precocial,diurnal,Pair,migrant,invertebrate
Charadriiformes,Charadriiformes,Charadriidae,Vanellus indicus,-0.263,2.258,open,terrestrial,precocial,diurnal,Pair,migrant,invertebrate
Charadriiformes,Charadriiformes,Charadriidae,Vanellus leucurus,-0.309,2.121,open,freshwater,precocial,diurnal,Pair,migrant,invertebrate
Charadriiformes,Charadriiformes,Charadriidae,Vanellus gregarius,-0.428,2.351,open,terrestrial,precocial,diurnal,Pair,migrant,invertebrate
Charadriiformes,Charadriiformes,Charadriidae,Vanellus miles,-0.655,2.588,open,terrestrial,precocial,diurnal,Pair,nonmigrant,invertebrate
Charadriiformes,Charadriiformes,Charadriidae,Vanellus vanellus,-0.322,2.339,open,terrestrial,precocial,diurnal,Pair,migrant,invertebrate
Charadriiformes,Charadriiformes,Turnicidae,Turnix sylvatica,-0.204,1.722,open,terrestrial,precocial,diurnal,Male only,migrant,invertebrate
Charadriiformes,Charadriiformes,Stercorariidae,Stercorarius parasiticus,-0.656,2.648,open,marine,semialtricial,diurnal,Pair,migrant,vertfishscav
Charadriiformes,Charadriiformes,Stercorariidae,Stercorarius pomarinus,-0.72,2.84,open,marine,semialtricial,diurnal,Pair,migrant,vertfishscav
Charadriiformes,Charadriiformes,Stercorariidae,Stercorarius longicaudus,-0.545,2.459,open,terrestrial,semialtricial,diurnal,Pair,migrant,vertfishscav
Charadriiformes,Charadriiformes,Laridae,Procelsterna cerulea,-0.645,1.724,closed,marine,semialtricial,diurnal,Pair,migrant,vertfishscav
Charadriiformes,Charadriiformes,Laridae,Anous stolidus,-0.648,2.25,open,marine,semialtricial,diurnal,Pair,migrant,vertfishscav
Charadriiformes,Charadriiformes,Laridae,Anous tenuirostris,-0.651,2.049,open,marine,semialtricial,diurnal,Pair,nonmigrant,vertfishscav
Charadriiformes,Charadriiformes,Alcidae,Brachyramphus brevirostris,-0.756,2.369,open,pelagic,semialtricial,diurnal,Pair,migrant,vertfishscav
Charadriiformes,Charadriiformes,Alcidae,Brachyramphus marmoratus,-0.699,2.342,open,pelagic,semialtricial,crepuscular,Pair,migrant,invertebrate
Charadriiformes,Charadriiformes,Alcidae,Cepphus columba,-0.683,2.724,cavity,pelagic,semialtricial,diurnal,Pair,migrant,vertfishscav
Charadriiformes,Charadriiformes,Alcidae,Cepphus carbo,-0.72,2.69,cavity,pelagic,semialtricial,diurnal,Pair,migrant,vertfishscav
Charadriiformes,Charadriiformes,Alcidae,Cepphus grylle,-0.728,2.577,open,pelagic,semialtricial,diurnal,Pair,migrant,vertfishscav
Charadriiformes,Charadriiformes,Alcidae,Cerorhinca monocerata,-0.797,2.683,cavity,pelagic,semialtricial,nocturnal,Pair,migrant,vertfishscav
Charadriiformes,Charadriiformes,Alcidae,Fratercula arctica,-0.967,2.773,cavity,pelagic,semialtricial,diurnal,Pair,migrant,vertfishscav
Charadriiformes,Charadriiformes,Alcidae,Fratercula corniculata,-0.826,2.729,cavity,pelagic,semialtricial,diurnal,Pair,migrant,vertfishscav
Charadriiformes,Charadriiformes,Alcidae,Ptychoramphus aleuticus,-0.642,2.265,cavity,pelagic,semialtricial,nocturnal,Pair,migrant,invertebrate
Charadriiformes,Charadriiformes,Alcidae,Synthliboramphus antiquus,-0.384,2.338,cavity,pelagic,semialtricial,nocturnal,Pair,migrant,invertebrate
Charadriiformes,Charadriiformes,Alcidae,Alca torda,-0.897,2.861,open,pelagic,semialtricial,diurnal,Pair,migrant,vertfishscav
Charadriiformes,Charadriiformes,Alcidae,Alle alle,-0.81,2.257,open,pelagic,semialtricial,diurnal,Pair,migrant,invertebrate
Charadriiformes,Charadriiformes,Alcidae,Uria aalge,-0.963,2.996,open,pelagic,semialtricial,diurnal,Pair,migrant,vertfishscav
Charadriiformes,Charadriiformes,Alcidae,Uria lomvia,-0.991,2.984,open,pelagic,semialtricial,diurnal,Pair,migrant,vertfishscav
Charadriiformes,Charadriiformes,Rynchopidae,Rynchops niger,-0.511,2.474,open,freshwater/marine,semialtricial,diurnal,Pair,migrant,vertfishscav
Charadriiformes,Charadriiformes,Laridae,Larus atricilla,-0.465,2.488,open,marine,semialtricial,diurnal,Pair,migrant,invertebrate
Charadriiformes,Charadriiformes,Laridae,Larus pipixcan,-0.417,2.447,open,freshwater,semialtricial,diurnal,Pair,migrant,invertebrate
Charadriiformes,Charadriiformes,Laridae,Xema sabini,-0.615,2.297,open,marine,semialtricial,diurnal,Pair,migrant,invertebrate
Charadriiformes,Charadriiformes,Laridae,Rissa tridactyla,-0.604,2.619,open,marine,semialtricial,diurnal,Pair,migrant,invertebrate
Charadriiformes,Charadriiformes,Laridae,Rissa brevirostris,-0.645,2.576,open,marine,semialtricial,diurnal,Pair,migrant,omnivore
Charadriiformes,Charadriiformes,Laridae,Larus minutus,-0.388,2.072,open,freshwater,semialtricial,diurnal,Pair,migrant,invertebrate
Charadriiformes,Charadriiformes,Laridae,Rhodostethia rosea,-0.429,2.272,open,freshwater/marine,semialtricial,diurnal,Pair,migrant,invertebrate
Charadriiformes,Charadriiformes,Laridae,Larus cirrocephalus,-0.541,2.574,open,freshwater,semialtricial,diurnal,Pair,migrant,vertfishscav
Charadriiformes,Charadriiformes,Laridae,Larus novaehollandiae,-0.18,2.43,open,freshwater/marine,semialtricial,diurnal,Pair,migrant,omnivore
Charadriiformes,Charadriiformes,Laridae,Larus ridibundus,-0.641,2.453,open,freshwater,semialtricial,diurnal,Pair,migrant,invertebrate
Charadriiformes,Charadriiformes,Laridae,Larus genei,-0.409,2.449,open,freshwater,semialtricial,diurnal,Pair,migrant,omnivore
Charadriiformes,Charadriiformes,Laridae,Larus philadelphia,-0.358,2.324,open,freshwater,semialtricial,diurnal,Pair,migrant,omnivore
Charadriiformes,Charadriiformes,Laridae,Larus melanocephalus,-0.391,2.408,open,freshwater/marine,semialtricial,diurnal,Pair,migrant,invertebrate
Charadriiformes,Charadriiformes,Laridae,Larus audouinii,-0.438,2.728,open,marine,semialtricial,diurnal,Pair,migrant,vertfishscav
Charadriiformes,Charadriiformes,Laridae,Larus ichthyaetus,-0.789,3.14,open,freshwater,semialtricial,diurnal,Pair,migrant,vertfishscav
Charadriiformes,Charadriiformes,Laridae,Larus canus,-0.41,2.615,open,marine,semialtricial,diurnal,Pair,migrant,invertebrate
Charadriiformes,Charadriiformes,Laridae,Larus argentatus,-0.687,3.038,open,marine,semialtricial,diurnal,Pair,migrant,omnivore
Charadriiformes,Charadriiformes,Laridae,Larus dominicanus,-0.538,2.979,open,marine,semialtricial,diurnal,Pair,migrant,omnivore
Charadriiformes,Charadriiformes,Laridae,Larus fuscus,-0.588,2.882,open,freshwater,semialtricial,diurnal,Pair,migrant,vertfishscav
Charadriiformes,Charadriiformes,Laridae,Larus glaucoides,-0.522,2.841,open,marine,semialtricial,diurnal,Pair,migrant,vertfishscav
Charadriiformes,Charadriiformes,Laridae,Larus thayeri,-0.603,2.974,open,marine,semialtricial,diurnal,Pair,migrant,vertfishscav
Charadriiformes,Charadriiformes,Laridae,Larus californicus,-0.494,2.835,open,freshwater,semialtricial,diurnal,Pair,migrant,omnivore
Charadriiformes,Charadriiformes,Laridae,Larus glaucescens,-0.644,3.024,open,marine,semialtricial,diurnal,Pair,migrant,omnivore
Charadriiformes,Charadriiformes,Laridae,Larus cachinnans,-0.698,3.046,open,freshwater,semialtricial,diurnal,Pair,migrant,omnivore
Charadriiformes,Charadriiformes,Laridae,Larus heermanni,-0.789,2.699,open,marine,semialtricial,diurnal,Pair,migrant,vertfishscav
Charadriiformes,Charadriiformes,Laridae,Larus delawarensis,-0.48,2.713,open,freshwater,semialtricial,diurnal,Pair,migrant,vertfishscav
Charadriiformes,Charadriiformes,Laridae,Larus occidentalis,-0.501,2.965,open,marine,semialtricial,diurnal,Pair,migrant,omnivore
Charadriiformes,Charadriiformes,Laridae,Larus marinus,-0.672,3.217,open,marine,semialtricial,diurnal,Pair,migrant,omnivore
Charadriiformes,Charadriiformes,Laridae,Larus hyperboreus,-0.723,3.184,open,marine,semialtricial,diurnal,Pair,migrant,omnivore
Charadriiformes,Charadriiformes,Sternidae,Sterna repressa,-0.277,1.954,open,marine,semialtricial,diurnal,Pair,migrant,vertfishscav
Charadriiformes,Charadriiformes,Sternidae,Sterna paradisaea,-0.365,2.041,open,freshwater,semialtricial,diurnal,Pair,migrant,vertfishscav
Charadriiformes,Charadriiformes,Sternidae,Sterna vittata,-0.581,2.143,open,marine,semialtricial,diurnal,Pair,migrant,vertfishscav
Charadriiformes,Charadriiformes,Sternidae,Sterna hirundo,-0.482,2.111,open,freshwater,semialtricial,diurnal,Pair,migrant,vertfishscav
Charadriiformes,Charadriiformes,Sternidae,Sterna sumatrana,-0.564,2.025,open,marine,semialtricial,diurnal,Pair,migrant,vertfishscav
Charadriiformes,Charadriiformes,Sternidae,Sterna dougallii,-0.447,2.049,open,marine,semialtricial,diurnal,Pair,migrant,vertfishscav
Charadriiformes,Charadriiformes,Sternidae,Sterna forsteri,-0.462,2.173,open,freshwater,semialtricial,diurnal,Pair,migrant,vertfishscav
Charadriiformes,Charadriiformes,Sternidae,Sterna albifrons,-0.367,1.756,open,marine,semialtricial,diurnal,Pair,migrant,vertfishscav
Charadriiformes,Charadriiformes,Sternidae,Sterna anaethetus,-0.776,2.077,open,pelagic,semialtricial,diurnal,Pair,migrant,vertfishscav
Charadriiformes,Charadriiformes,Sternidae,Sterna aleutica,-0.511,2.079,open,marine,semialtricial,diurnal,Pair,migrant,vertfishscav
Charadriiformes,Charadriiformes,Sternidae,Sterna fuscata,-0.727,2.269,open,pelagic,semialtricial,diurnal,Pair,migrant,omnivore
Charadriiformes,Charadriiformes,Scolopacidae,Limosa fedoa,-0.302,2.553,open,terrestrial,precocial,diurnal,Pair,migrant,invertebrate
Charadriiformes,Charadriiformes,Scolopacidae,Limosa haemastica,-0.228,2.404,open,terrestrial,precocial,diurnal,Pair,migrant,invertebrate
Charadriiformes,Charadriiformes,Scolopacidae,Limosa lapponica,-0.277,2.465,open,terrestrial,precocial,diurnal,Pair,migrant,invertebrate
Charadriiformes,Charadriiformes,Scolopacidae,Limosa limosa,-0.267,2.46,open,terrestrial,precocial,diurnal,Pair,migrant,invertebrate
Charadriiformes,Charadriiformes,Scolopacidae,Gallinago gallinago,-0.239,2.053,open,freshwater,precocial,crepuscular,Pair,migrant,invertebrate
Charadriiformes,Charadriiformes,Scolopacidae,Lymnocryptes minimus,0.35,1.7,open,freshwater,precocial,diurnal,Pair,migrant,invertebrate
Charadriiformes,Charadriiformes,Scolopacidae,Arenaria interpres,-0.279,2.133,open,terrestrial,precocial,diurnal,Pair,migrant,invertebrate
Charadriiformes,Charadriiformes,Scolopacidae,Arenaria melanocephala,-0.261,2.101,open,terrestrial,precocial,diurnal,Pair,migrant,invertebrate
Charadriiformes,Charadriiformes,Scolopacidae,Limicola falcinellus,-0.033,1.569,open,terrestrial,precocial,diurnal,Pair,migrant,invertebrate
Charadriiformes,Charadriiformes,Scolopacidae,Philomachus pugnax,-0.195,2.12,open,freshwater,precocial,diurnal,Female only,migrant,invertebrate
Charadriiformes,Charadriiformes,Scolopacidae,Calidris canutus,-0.327,2.152,open,terrestrial,precocial,diurnal,Pair,migrant,invertebrate
Charadriiformes,Charadriiformes,Scolopacidae,Calidris alpina,-0.092,1.715,open,freshwater,precocial,diurnal,Pair,migrant,invertebrate
Charadriiformes,Charadriiformes,Scolopacidae,Calidris maritima,-0.088,1.814,open,terrestrial,precocial,diurnal,Pair,migrant,invertebrate
Charadriiformes,Charadriiformes,Scolopacidae,Calidris temminckii,0.305,1.362,open,terrestrial,precocial,diurnal,Pair,migrant,invertebrate
Charadriiformes,Charadriiformes,Scolopacidae,Micropalama himantopus,-0.106,1.758,open,freshwater,precocial,diurnal,Pair,migrant,invertebrate
Charadriiformes,Charadriiformes,Scolopacidae,Calidris minutilla,0.049,1.359,open,freshwater,precocial,diurnal,Pair,migrant,invertebrate
Charadriiformes,Charadriiformes,Scolopacidae,Calidris alba,0.114,1.714,open,terrestrial,precocial,diurnal,Pair,migrant,invertebrate
Charadriiformes,Charadriiformes,Scolopacidae,Calidris minuta,0.378,1.324,open,terrestrial,precocial,diurnal,Pair,migrant,invertebrate
Charadriiformes,Charadriiformes,Scolopacidae,Calidris ruficollis,0.269,1.428,open,terrestrial,precocial,diurnal,Pair,migrant,invertebrate
Charadriiformes,Charadriiformes,Scolopacidae,Calidris fuscicollis,-0.04,1.634,open,terrestrial,precocial,diurnal,Female only,migrant,invertebrate
Charadriiformes,Charadriiformes,Scolopacidae,Calidris mauri,0.033,1.444,open,terrestrial,precocial,diurnal,Pair,migrant,invertebrate
Charadriiformes,Charadriiformes,Scolopacidae,Calidris pusilla,0.002,1.439,open,freshwater,precocial,diurnal,Pair,migrant,invertebrate
Charadriiformes,Charadriiformes,Scolopacidae,Tryngites subruficollis,-0.14,1.793,open,terrestrial,precocial,diurnal,Female only,migrant,invertebrate
Charadriiformes,Charadriiformes,Scolopacidae,Calidris bairdii,-0.028,1.613,open,terrestrial,precocial,diurnal,Pair,migrant,invertebrate
Charadriiformes,Charadriiformes,Scolopacidae,Calidris melanotos,-0.182,1.902,open,terrestrial,precocial,diurnal,Female only,migrant,invertebrate
Charadriiformes,Charadriiformes,Scolopacidae,Scolopax minor,-0.438,2.293,open,terrestrial,precocial,diurnal,Pair,migrant,invertebrate
Charadriiformes,Charadriiformes,Scolopacidae,Scolopax rusticola,-0.288,2.489,open,terrestrial,precocial,nocturnal,Pair,migrant,invertebrate
Charadriiformes,Charadriiformes,Scolopacidae,Limnodromus scolopaceus,-0.174,2.019,open,freshwater,precocial,diurnal,Pair,migrant,invertebrate
Charadriiformes,Charadriiformes,Scolopacidae,Limnodromus griseus,-0.198,2.044,open,freshwater,precocial,diurnal,Pair,migrant,invertebrate
Charadriiformes,Charadriiformes,Scolopacidae,Phalaropus lobatus,0.013,1.564,open,freshwater,precocial,diurnal,Male only,migrant,invertebrate
Charadriiformes,Charadriiformes,Scolopacidae,Tringa solitaria,-0.004,1.685,open,freshwater,precocial,diurnal,Pair,migrant,invertebrate
Charadriiformes,Charadriiformes,Scolopacidae,Tringa ochropus,-0.061,1.854,open,freshwater,precocial,diurnal,Pair,migrant,invertebrate
Charadriiformes,Charadriiformes,Scolopacidae,Tringa glareola,-0.06,1.793,open,freshwater,precocial,diurnal,Pair,migrant,invertebrate
Charadriiformes,Charadriiformes,Scolopacidae,Tringa totanus,-0.151,2.111,open,freshwater,precocial,diurnal,Pair,migrant,invertebrate
Charadriiformes,Charadriiformes,Scolopacidae,Tringa stagnatilis,-0.141,1.889,open,freshwater,precocial,diurnal,Pair,migrant,invertebrate
Charadriiformes,Charadriiformes,Scolopacidae,Tringa melanoleuca,-0.167,2.209,open,freshwater,precocial,diurnal,Pair,migrant,invertebrate
Charadriiformes,Charadriiformes,Scolopacidae,Tringa nebularia,-0.185,2.272,open,freshwater,precocial,diurnal,Pair,migrant,invertebrate
Charadriiformes,Charadriiformes,Scolopacidae,Tringa erythropus,-0.207,2.199,open,freshwater,precocial,diurnal,Male only,migrant,invertebrate
Charadriiformes,Charadriiformes,Scolopacidae,Tringa flavipes,-0.044,1.889,open,freshwater,precocial,diurnal,Pair,migrant,invertebrate
Charadriiformes,Charadriiformes,Scolopacidae,Numenius minutus,-0.174,2.238,open,terrestrial,precocial,diurnal,Pair,migrant,invertebrate
Charadriiformes,Charadriiformes,Scolopacidae,Numenius arquata,-0.417,2.905,open,freshwater,precocial,diurnal,Pair,migrant,invertebrate
Charadriiformes,Charadriiformes,Scolopacidae,Numenius americanus,-0.301,2.766,open,terrestrial,precocial,diurnal,Pair,migrant,invertebrate
Charadriiformes,Charadriiformes,Scolopacidae,Numenius phaeopus,-0.261,2.562,open,terrestrial,precocial,diurnal,Pair,migrant,invertebrate
Charadriiformes,Charadriiformes,Scolopacidae,Bartramia longicauda,-0.198,2.201,open,terrestrial,precocial,diurnal,Pair,migrant,invertebrate
Charadriiformes,Charadriiformes,Rostratulidae,Rostratula benghalensis,-0.012,2.083,open,freshwater,precocial,crepuscular,Male only,migrant,omnivore
Charadriiformes,Charadriiformes,Jacanidae,Hydrophasianus chirurgus,-0.055,2.204,open,freshwater,semialtricial,diurnal,Male only,migrant,invertebrate
Charadriiformes,Charadriiformes,Jacanidae,Microparra capensis,-0.31,1.616,open,freshwater,semialtricial,diurnal,Pair,nonmigrant,invertebrate
Accipitridae-Cathartidae,Falconiformes,Cathartidae,Sarcoramphus papa,-1.241,3.531,open,terrestrial,altricial,diurnal,Pair,nonmigrant,vertfishscav
Accipitridae-Cathartidae,Falconiformes,Cathartidae,Vultur gryphus,-1.92,4.051,cave,terrestrial,altricial,diurnal,Pair,nonmigrant,vertfishscav
Accipitridae-Cathartidae,Falconiformes,Cathartidae,Gymnogyps californianus,-1.78,3.926,cavity,terrestrial,altricial,diurnal,Pair,nonmigrant,vertfishscav
Accipitridae-Cathartidae,Falconiformes,Cathartidae,Cathartes aura,-0.941,3.181,cavity,terrestrial,altricial,diurnal,Pair,migrant,vertfishscav
Accipitridae-Cathartidae,Falconiformes,Cathartidae,Coragyps atratus,-0.961,3.275,cave,terrestrial,altricial,diurnal,Group,nonmigrant,vertfishscav
Accipitridae-Cathartidae,Falconiformes,Accipitridae,Elanus caeruleus,-0.377,2.415,open,terrestrial,altricial,diurnal,Pair,nonmigrant,vertfishscav
Accipitridae-Cathartidae,Falconiformes,Accipitridae,Elanus leucurus,-0.389,2.539,open,terrestrial,altricial,diurnal,Pair,migrant,vertfishscav
Accipitridae-Cathartidae,Falconiformes,Accipitridae,Polyboroides typus,-0.733,2.802,open,terrestrial,altricial,diurnal,Pair,nonmigrant,omnivore
Accipitridae-Cathartidae,Falconiformes,Accipitridae,Gypohierax angolensis,-1.175,3.204,open,terrestrial,altricial,diurnal,Pair,nonmigrant,omnivore
Accipitridae-Cathartidae,Falconiformes,Accipitridae,Neophron percnopterus,-1.044,3.318,cave,terrestrial,altricial,diurnal,Occasional,migrant,vertfishscav
Accipitridae-Cathartidae,Falconiformes,Accipitridae,Gypaetus barbatus,-1.263,3.755,cave,terrestrial,altricial,diurnal,Cooperative,nonmigrant,vertfishscav
Accipitridae-Cathartidae,Falconiformes,Accipitridae,Pernis apivorus,-0.886,2.878,open,terrestrial,altricial,diurnal,Occasional,migrant,invertebrate
Accipitridae-Cathartidae,Falconiformes,Accipitridae,Elanoides forficatus,-0.901,2.619,open,terrestrial,altricial,diurnal,Pair,migrant,invertebrate
Accipitridae-Cathartidae,Falconiformes,Accipitridae,Accipiter melanoleucus,-0.698,2.844,open,terrestrial,altricial,diurnal,Pair,nonmigrant,vertfishscav
Accipitridae-Cathartidae,Falconiformes,Accipitridae,Accipiter gentilis,-0.642,2.938,open,terrestrial,altricial,diurnal,Pair,migrant,vertfishscav
Accipitridae-Cathartidae,Falconiformes,Accipitridae,Accipiter cooperii,-0.403,2.633,open,terrestrial,altricial,diurnal,Occasional,migrant,vertfishscav
Accipitridae-Cathartidae,Falconiformes,Accipitridae,Circus pygargus,-0.524,2.492,open,terrestrial,altricial,diurnal,Occasional,migrant,vertfishscav
Accipitridae-Cathartidae,Falconiformes,Accipitridae,Circus aeruginosus,-0.623,2.848,open,terrestrial,altricial,diurnal,Occasional,migrant,vertfishscav
Accipitridae-Cathartidae,Falconiformes,Accipitridae,Circus macrourus,-0.487,2.585,open,terrestrial,altricial,diurnal,Pair,migrant,vertfishscav
Accipitridae-Cathartidae,Falconiformes,Accipitridae,Circus cyaneus,-0.475,2.594,open,terrestrial,altricial,diurnal,Occasional,migrant,vertfishscav
Accipitridae-Cathartidae,Falconiformes,Accipitridae,Accipiter nisus,-0.364,2.344,open,terrestrial,altricial,diurnal,Occasional,migrant,vertfishscav
Accipitridae-Cathartidae,Falconiformes,Accipitridae,Accipiter brevipes,-0.34,2.271,open,terrestrial,altricial,diurnal,Pair,migrant,vertfishscav
Accipitridae-Cathartidae,Falconiformes,Accipitridae,Accipiter badius,-0.354,2.118,open,terrestrial,altricial,diurnal,Pair,migrant,vertfishscav
Accipitridae-Cathartidae,Falconiformes,Accipitridae,Accipiter striatus,-0.18,2.116,open,terrestrial,altricial,diurnal,Pair,migrant,vertfishscav
Accipitridae-Cathartidae,Falconiformes,Accipitridae,Melierax metabates,-0.98,2.829,open,terrestrial,altricial,diurnal,Pair,nonmigrant,vertfishscav
Accipitridae-Cathartidae,Falconiformes,Accipitridae,Melierax canorus,-0.784,2.822,open,terrestrial,altricial,diurnal,Cooperative,nonmigrant,vertfishscav
Accipitridae-Cathartidae,Falconiformes,Accipitridae,Rostrhamus sociabilis,-0.666,2.565,open,freshwater,altricial,diurnal,Occasional,migrant,invertebrate
Accipitridae-Cathartidae,Falconiformes,Accipitridae,Parabuteo unicinctus,-0.779,2.93,open,terrestrial,altricial,diurnal,Cooperative,nonmigrant,vertfishscav
Accipitridae-Cathartidae,Falconiformes,Accipitridae,Buteo rufofuscus,-1.051,3.185,open,terrestrial,altricial,diurnal,Cooperative,nonmigrant,vertfishscav
Accipitridae-Cathartidae,Falconiformes,Accipitridae,Buteo hemilasius,-0.784,3.133,open,terrestrial,altricial,diurnal,Pair,migrant,vertfishscav
Accipitridae-Cathartidae,Falconiformes,Accipitridae,Buteo buteo,-0.673,2.88,open,terrestrial,altricial,diurnal,Pair,migrant,vertfishscav
Accipitridae-Cathartidae,Falconiformes,Accipitridae,Buteo rufinus,-0.752,3.067,open,terrestrial,altricial,diurnal,Pair,migrant,vertfishscav
Accipitridae-Cathartidae,Falconiformes,Accipitridae,Buteo lagopus,-0.59,2.978,open,terrestrial,altricial,diurnal,Pair,migrant,vertfishscav
Accipitridae-Cathartidae,Falconiformes,Accipitridae,Buteo jamaicensis,-0.795,3.042,open,terrestrial,altricial,diurnal,Occasional,migrant,vertfishscav
Accipitridae-Cathartidae,Falconiformes,Accipitridae,Buteo platypterus,-0.65,2.657,open,terrestrial,altricial,diurnal,Pair,migrant,vertfishscav
Accipitridae-Cathartidae,Falconiformes,Accipitridae,Buteo lineatus,-0.525,2.781,open,terrestrial,altricial,diurnal,Occasional,migrant,invertebrate
Accipitridae-Cathartidae,Falconiformes,Accipitridae,Milvus migrans,-0.728,2.866,open,terrestrial,altricial,diurnal,Pair,migrant,vertfishscav
Accipitridae-Cathartidae,Falconiformes,Accipitridae,Milvus milvus,-0.937,3.03,open,terrestrial,altricial,diurnal,Occasional,migrant,vertfishscav
Accipitridae-Cathartidae,Falconiformes,Accipitridae,Haliastur sphenurus,-0.824,2.877,open,terrestrial,altricial,diurnal,Pair,migrant,vertfishscav
Accipitridae-Cathartidae,Falconiformes,Accipitridae,Haliaeetus leucocephalus,-1.303,3.672,open,freshwater,altricial,diurnal,Occasional,migrant,vertfishscav
Accipitridae-Cathartidae,Falconiformes,Accipitridae,Haliaeetus albicilla,-1.346,3.675,open,freshwater,altricial,diurnal,Occasional,migrant,vertfishscav
Accipitridae-Cathartidae,Falconiformes,Accipitridae,Haliaeetus pelagicus,-1.434,3.89,open,freshwater,altricial,diurnal,Pair,migrant,vertfishscav
Accipitridae-Cathartidae,Falconiformes,Accipitridae,Haliaeetus leucoryphus,-1.003,3.46,open,freshwater,altricial,diurnal,Pair,migrant,vertfishscav
Accipitridae-Cathartidae,Falconiformes,Accipitridae,Haliaeetus leucogaster,-1.082,3.451,open,freshwater/marine,altricial,diurnal,Pair,nonmigrant,vertfishscav
Accipitridae-Cathartidae,Falconiformes,Accipitridae,Haliaeetus vocifer,-1.151,3.531,open,freshwater,altricial,diurnal,Pair,nonmigrant,vertfishscav
Accipitridae-Cathartidae,Falconiformes,Accipitridae,Stephanoaetus coronatus,-1.512,3.561,open,terrestrial,altricial,diurnal,Pair,nonmigrant,vertfishscav
Accipitridae-Cathartidae,Falconiformes,Accipitridae,Polemaetus bellicosus,-1.338,3.598,open,terrestrial,altricial,diurnal,Pair,nonmigrant,vertfishscav
Accipitridae-Cathartidae,Falconiformes,Accipitridae,Aquila chrysaetos,-1.166,3.628,open,terrestrial,altricial,diurnal,Occasional,migrant,vertfishscav
Accipitridae-Cathartidae,Falconiformes,Accipitridae,Hieraaetus fasciatus,-1.087,3.287,open,terrestrial,altricial,diurnal,Occasional,nonmigrant,vertfishscav
Accipitridae-Cathartidae,Falconiformes,Accipitridae,Hieraaetus spilogaster,-0.926,3.166,open,terrestrial,altricial,diurnal,Pair,nonmigrant,vertfishscav
Accipitridae-Cathartidae,Falconiformes,Accipitridae,Aquila verreauxii,-1.185,3.623,open,terrestrial,altricial,diurnal,Pair,nonmigrant,vertfishscav
Accipitridae-Cathartidae,Falconiformes,Accipitridae,Aquila heliaca,-0.984,3.495,open,terrestrial,altricial,diurnal,Pair,migrant,vertfishscav
Accipitridae-Cathartidae,Falconiformes,Accipitridae,Aquila rapax,-0.975,3.349,open,terrestrial,altricial,diurnal,Pair,migrant,vertfishscav
Accipitridae-Cathartidae,Falconiformes,Accipitridae,Hieraaetus morphnoides,-0.796,2.889,open,terrestrial,altricial,diurnal,Pair,nonmigrant,vertfishscav
Accipitridae-Cathartidae,Falconiformes,Accipitridae,Hieraaetus pennatus,-0.847,2.916,open,terrestrial,altricial,diurnal,Pair,migrant,vertfishscav
Accipitridae-Cathartidae,Falconiformes,Accipitridae,Aquila wahlbergi,-0.943,2.806,open,terrestrial,altricial,diurnal,Pair,migrant,vertfishscav
Accipitridae-Cathartidae,Falconiformes,Accipitridae,Aquila clanga,-0.991,3.333,open,terrestrial,altricial,diurnal,Pair,migrant,vertfishscav
Accipitridae-Cathartidae,Falconiformes,Accipitridae,Aquila pomarina,-0.893,3.133,open,terrestrial,altricial,diurnal,Occasional,migrant,vertfishscav
Accipitridae-Cathartidae,Falconiformes,Accipitridae,Harpia harpyja,-1.526,3.681,open,terrestrial,altricial,diurnal,Pair,nonmigrant,vertfishscav
Accipitridae-Cathartidae,Falconiformes,Accipitridae,Aegypius monachus,-1.584,3.969,open,terrestrial,altricial,diurnal,Pair,migrant,vertfishscav
Accipitridae-Cathartidae,Falconiformes,Accipitridae,Torgos tracheliotus,-1.461,3.843,open,terrestrial,altricial,diurnal,Pair,nonmigrant,vertfishscav
Accipitridae-Cathartidae,Falconiformes,Accipitridae,Trigonoceps occipitalis,-1.187,3.479,open,terrestrial,altricial,diurnal,Pair,nonmigrant,vertfishscav
